State,City,Station,Format,City Match,State Match,FCC URL
Nevada,Reno,KZTI - Kalor 105.3 - Spanish rhythmic,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/KZTI/rss
New Hampshire,Concord,WEHA,88.7 - Urban Gospel,No,No,https://publicfiles.fcc.gov/fm-profile/WEHA/rss
New Hampshire,Concord,WTTH,96.1 WTTH,No,No,https://publicfiles.fcc.gov/fm-profile/WTTH/rss
New Hampshire,Concord,WZBZ,99.3 The Buzz,No,No,https://publicfiles.fcc.gov/fm-profile/WZBZ/rss
New Jersey,Atlantic City,WEHA,88.7 - Urban Gospel,No,Yes,https://publicfiles.fcc.gov/fm-profile/WEHA/rss
New Jersey,Atlantic City,WTTH,96.1 WTTH,No,Yes,https://publicfiles.fcc.gov/fm-profile/WTTH/rss
New Jersey,Atlantic City,WZBZ,99.3 The Buzz,No,Yes,https://publicfiles.fcc.gov/fm-profile/WZBZ/rss
New Jersey,Beach Haven West,WVBH - Reach Gospel Radio 88.3 FM - Urban gospel,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WVBH/rss
New Jersey,Trenton,WIFI - Maxima 92.9 - Spanish CHR,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WIFI/rss
New Mexico,Albuquerque/Santa Fe,KKSS,Kiss 97.3,No,Yes,https://publicfiles.fcc.gov/fm-profile/KKSS/rss
New Mexico,Albuquerque/Santa Fe,"KMGG-LP - 99.9 The Beat - Urban adult contemporary
KMGG-LP HD-3 - Wild 99.9 HD-3 - Urban contemporary",Unknown Format,No,No,
New Mexico,Albuquerque/Santa Fe,KMGG-LP HD-3 - Wild 99.9 HD-3 - Urban contemporary,Unknown Format,No,No,
New Mexico,Albuquerque/Santa Fe,KABQ-FM - Hot 95.1 - Rhythmic Oldies / Classic hip hop,Unknown Format,No,No,
New Mexico,Albuquerque/Santa Fe,KZRR HD-2/K265CA - Power 100.9 - Mainstream urban,Unknown Format,No,No,
New Mexico,Albuquerque/Santa Fe,KYLZ - 101.3 The Hustle - Mainstream urban,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/KYLZ/rss
New Mexico,Albuquerque/Santa Fe,KJFA-FM - Fuego 102.9 - Hispanic rhythmic,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/KJFA-FM/rss
New Mexico,Albuquerque/Santa Fe,KLBU - Jam'n 94.7 - Rhythmic contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/KLBU/rss
New Mexico,Las Cruces,KHQT - Hot 103.1 - Rhythmic Top 40,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/KHQT/rss
New Mexico,Las Cruces,KSIL - Latin X 94.3 - Bilingual Rhythmic CHR,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/KSIL/rss
New Mexico,Las Cruces,KWML - Kool 104.5 - Rhythmic adult contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/KWML/rss
New Mexico,Farmington,KXTC - 99.9 XTC - Rhythmic Top 40,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/KXTC/rss
New York,New York City,WLIB,1190 WLIB,No,Yes,https://publicfiles.fcc.gov/am-profile/WLIB/rss
New York,New York City,WBLS,107.5 WBLS,No,Yes,https://publicfiles.fcc.gov/fm-profile/WBLS/rss
New York,New York City,WKTU,KTU 103.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/WKTU/rss
New York,New York City,WQHT,Hot 97,No,Yes,https://publicfiles.fcc.gov/fm-profile/WQHT/rss
New York,New York City,WWPR-FM,Power 105.1,No,No,https://publicfiles.fcc.gov/am-profile/WWPR/rss
New York,New York City,WWRL/WWPR-HD3 - New York's BIN 1600 - Black-oriented news,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WWRL/rss
New York,New York City,WXNY-FM - La X 96.3 - Hispanic rhythmic,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WXNY-FM/rss
New York,New York City,WXBK - 94.7 The Block - Classic hip hop,Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/WXBK/rss
New York,New York City,WSKQ-FM - Mega 97.9 - Spanish tropical,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WSKQ-FM/rss
New York,New York City,WPAT-FM - 93.1 Amor - Spanish tropical,Unknown Format,No,No,https://publicfiles.fcc.gov/am-profile/WPAT/rss
New York,Buffalo,WUFO,Power 96.5,No,Yes,https://publicfiles.fcc.gov/am-profile/WUFO/rss
New York,Buffalo,WWWS,Classic R&B 107.3 FM & AM 1400,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WWWS/rss
New York,Buffalo,WBLK,Power 93.7 WBLK,No,Yes,https://publicfiles.fcc.gov/fm-profile/WBLK/rss
New York,Buffalo,WBLK-HD2,Urban adult contemporary,No,Yes,https://publicfiles.fcc.gov/fm-profile/WBLK/rss
New York,Rochester,WDKX,103.9 WDKX,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WDKX/rss
New York,Rochester,WKGS,106.7 KISS FM - Rhythmic Top 40,No,Yes,https://publicfiles.fcc.gov/fm-profile/WKGS/rss
New York,Rochester,WLGZ-HD2 - 105.5 The Beat - Urban Contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WLGZ-FM/rss
New York,Rochester,WXIR-LP - 100.9 Extreme Independent Radio -  Urban variety,Unknown Format,No,No,
New York,Rochester,WRSB - Mega 97.5 - Spanish CHR,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WRSB/rss
New York,Syracuse,WHEN/W269DT/WSYR-FM HD 2 ,Power 620,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WHEN/rss
New York,Syracuse,WJPZ,Z89,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WJPZ-FM/rss
New York,Syracuse,WMVN,96.5/100.3 The Beat,No,Yes,https://publicfiles.fcc.gov/fm-profile/WMVN/rss
New York,Albany,WAJZ,Jamz 96.3,No,Yes,https://publicfiles.fcc.gov/fm-profile/WAJZ/rss
New York,Albany,WQBK-HD2,Hot 99.1,No,Yes,https://publicfiles.fcc.gov/fm-profile/WQBK-FM/rss
New York,Binghamton,WJOB-FM - 93.3 WJOB - Urban Contemporary,Unknown Format,No,No,https://publicfiles.fcc.gov/am-profile/WJOB/rss
New York,Utica,WUSP/WRCK - 95.5 The Heat - Urban contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WUSP/rss
North Carolina,Asheville,WRES-LP - WRES 100.7 - Urban Contemporary/Urban Variety,Unknown Format,No,No,
North Carolina,Charlotte,WDEX,1430 AM,No,Yes,https://publicfiles.fcc.gov/am-profile/WDEX/rss
North Carolina,Charlotte,WPZS,Praise 100.9,No,Yes,https://publicfiles.fcc.gov/fm-profile/WPZS/rss
North Carolina,Charlotte,WOSF,105.3 RNB,No,No,https://publicfiles.fcc.gov/fm-profile/WOSF/rss
North Carolina,Charlotte,WBAV,V101.9,No,Yes,https://publicfiles.fcc.gov/fm-profile/WBAV-FM/rss
North Carolina,Charlotte,WFNZ ,102.5 The Block,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WFNZ/rss
North Carolina,Charlotte,WGIV/WDYT,1370 AM / 1220 AM / W277CB / W263CY / W281BY Streetz 103.3 & 100.5,No,Yes,https://publicfiles.fcc.gov/am-profile/WGIV/rss
North Carolina,Charlotte,WPEG,Power 98,No,Yes,https://publicfiles.fcc.gov/fm-profile/WPEG/rss
North Carolina,Charlotte,WRFX-HD2/W254AZ - Charlotte's BIN 98.7 - Black-oriented news,Unknown Format,No,No,
North Carolina,Charlotte,WOGR-FM - Wordnet 93.3 - Urban Gospel,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WOGR/rss
North Carolina,Charlotte,WGSP/WGSP-FM - Latina 102.3 y 107.5 - Spanish tropical,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WGSP/rss
North Carolina,Greensboro/Winston-Salem/High Point,WJMH,102 Jamz,No,Yes,https://publicfiles.fcc.gov/fm-profile/WJMH/rss
North Carolina,Greensboro/Winston-Salem/High Point,WQMG - 97.1 QMG - Urban Adult Contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WQMG/rss
North Carolina,Greensboro/Winston-Salem/High Point,WKEW/WPOL,The Light 1340 & 1400,No,Yes,https://publicfiles.fcc.gov/am-profile/WKEW/rss
North Carolina,Greensboro/Winston-Salem/High Point,WBLO - Latina 106.9 - Spanish tropical,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WBLO/rss
North Carolina,Greensboro/Winston-Salem/High Point,"WNAA - The Voice 90.1 - R&B, Blues, Jazz, Urban Gospel, Variety",Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WNAA/rss
North Carolina,Raleigh/Durham,WAUG,Hot 97.9 FM/750 AM,No,Yes,https://publicfiles.fcc.gov/am-profile/WAUG/rss
North Carolina,Raleigh/Durham,WDCG-HD2 - 95.1/95.3 The Beat - Classic Hip Hop,Unknown Format,No,No,
North Carolina,Raleigh/Durham,WQOK,K 97.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/WQOK/rss
North Carolina,Raleigh/Durham,WFXC/WFXK,Foxy 107.1/104.3,No,Yes,https://publicfiles.fcc.gov/fm-profile/WFXC/rss
North Carolina,Raleigh/Durham,WNNL - The Light 103.9 - Urban Gospel,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WNNL/rss
North Carolina,Fayetteville/Lumberton/Fairmont,WCCG,104.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/WCCG/rss
North Carolina,Fayetteville/Lumberton/Fairmont,WZFX,Foxy 99.1,No,Yes,https://publicfiles.fcc.gov/fm-profile/WZFX/rss
North Carolina,Fayetteville/Lumberton/Fairmont,WMGU,Magic 106.9,No,Yes,https://publicfiles.fcc.gov/fm-profile/WMGU/rss
North Carolina,Fayetteville/Lumberton/Fairmont,WUKS,107.7 The Bounce,No,Yes,https://publicfiles.fcc.gov/fm-profile/WUKS/rss
North Carolina,Fayetteville/Lumberton/Fairmont,WIDU - 99.7 FM/1600 AM - Urban Gospel,Unknown Format,No,No,
North Carolina,Fayetteville/Lumberton/Fairmont,WAGR - 97.1 FM/98.5FM/1340 AM - Urban Gospel,Unknown Format,No,No,
North Carolina,Fayetteville/Lumberton/Fairmont,WFMO - The Light 97.5 FM/860 AM - Urban Gospel,Unknown Format,No,No,
North Carolina,Wilmington,WMNX,Coast 97.3,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WMNX/rss
North Carolina,Wilmington,WKXB,Jammin 99.9,No,Yes,https://publicfiles.fcc.gov/fm-profile/WKXB/rss
North Carolina,New Bern/Greenville/Jacksonville/Moorehead City,WIKS,101.9 Kiss FM,No,Yes,https://publicfiles.fcc.gov/fm-profile/WIKS/rss
North Carolina,New Bern/Greenville/Jacksonville/Moorehead City,WWMC,1010 AM,No,Yes,https://publicfiles.fcc.gov/am-profile/WWMC/rss
North Carolina,New Bern/Greenville/Jacksonville/Moorehead City,WFMC,730 AM,No,Yes,https://publicfiles.fcc.gov/am-profile/WFMC/rss
North Carolina,New Bern/Greenville/Jacksonville/Moorehead City,WNCT,Beach Boogie & Blues 1070 AM / 105.9 / 95.7 / 101.1 ,No,Yes,https://publicfiles.fcc.gov/am-profile/WNCT/rss
North Carolina,New Bern/Greenville/Jacksonville/Moorehead City,WNBU - Groovin’ Oldies 94.1 & 97.9 - Rhythmic Oldies,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WNBU/rss
North Carolina,Rocky Mount/Wilson,WRSV - Choice FM 92.1 - Mainstream Urban,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WRSV/rss
North Carolina,Rocky Mount/Wilson,WPWZ - Power 95.5 - Mainstream Urban,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WPWZ/rss
North Carolina,Rocky Mount/Wilson,"WYLT-LP - Smooth Radio 100.3 - Urban oldies, Southern soul",Unknown Format,No,No,
North Carolina,Rocky Mount/Wilson,WAJA-LP - 102.5 The Promise - Urban Gospel,Unknown Format,No,No,
North Carolina,Rocky Mount/Wilson,WCPS - Power 96.3 FM/760 AM,"Urban Gospel, Urban Oldies, Southern Soul",No,No,
North Carolina,Rocky Mount/Wilson,WRMT - Step 98.1 FM/1490 AM - Urban Gospel,Unknown Format,No,No,
North Carolina,Rocky Mount/Wilson,WEED - Jammin Gospel 1390 AM,Urban Gospel,No,Yes,https://publicfiles.fcc.gov/am-profile/WEED/rss
North Carolina,Rocky Mount/Wilson,WUBN-LP - 106.9 The Spirit,Urban Gospel,No,No,
North Carolina,Rocky Mount/Wilson,WZAX - 99.3 The Beach - Beach music,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WZAX/rss
North Carolina,Warrenton,WARR 103.5 FM/1520 AM,"Urban Gospel, Urban Oldies, Southern Soul",No,No,
North Carolina,Louisburg,"WYRN 106.9 FM/1480 AM - Urban Gospel, Urban Oldies, Southern Soul",Unknown Format,No,No,
North Carolina,Elizabeth City/Nags Head,WFMZ 104.9 The Block,Classic Hip Hop,No,No,
North Carolina,Elizabeth City/Nags Head,WBXB 100.1 The B,Urban Adult Contemporary,No,No,
North Carolina,Elizabeth City/Nags Head,WFMI Rejoice 100.9 - Urban Gospel,Unknown Format,No,No,
North Carolina,Elizabeth City/Nags Head,WRVS-FM - 89.9 - Urban Contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WRVS-FM/rss
North Carolina,Goldsboro/Kinston,WFMC Gospel 105.7 FM/730 AM - Urban Gospel,Unknown Format,No,No,
North Carolina,Goldsboro/Kinston,WWMC Gospel 92.9 FM/1010 AM - Urban Gospel,Unknown Format,No,No,
North Carolina,Goldsboro/Kinston,WSSG 92.7 Jamz FM/1300 AM - Mainstream Urban,Unknown Format,No,No,
North Carolina,Goldsboro/Kinston,WELS-FM Beach Boogie & Blues 102.9 - Rhythmic Oldies,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WELS-FM/rss
North Carolina,Roanoke Rapids,WYTT/WWDR 99.5 & 105.9 Jamz - Urban Adult Contemporary,Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/WYTT/rss
North Carolina,Roanoke Rapids,"WCBT Soul 102.7/1230AM - Urban Gospel, Urban Oldies, Southern Soul",Unknown Format,No,No,
North Carolina,Canton,"WXKL - Urban Gospel, Urban Oldies",Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WXKL/rss
North Dakota,Fargo,KLTA-HD2/K245BY - 96.9 Hits FM - Rhythmic Top 40,Unknown Format,No,No,
Ohio,Cleveland,WENZ,Z-107.9,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WENZ/rss
Ohio,Cleveland,WZAK,93.1 WZAK,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WZAK/rss
Ohio,Cleveland,WAKS-HD2 - Real 106.1 - Urban contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WAKS/rss
Ohio,Cleveland,WJMO,Praise 94.5,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WJMO/rss
Ohio,Cleveland,WMMS-HD2/W256BT - Cleveland's BIN 99.1 - Black-oriented news,Unknown Format,No,No,
Ohio,Cleveland,WABQ - AM 1460 - Urban gospel,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WABQ/rss
Ohio,Cleveland,WCCD - Radio 1000 - Gospel/Religious,Unknown Format,No,No,
Ohio,Cleveland,WERE - NewsTalk 1490 - Urban talk/Brokered programming,Unknown Format,No,No,
Ohio,Cincinnati,WIZF,101.1 The Wiz,No,No,https://publicfiles.fcc.gov/fm-profile/WIZF/rss
Ohio,Cincinnati,WOSL,100.3 R&B,No,Yes,https://publicfiles.fcc.gov/fm-profile/WOSL/rss
Ohio,Cincinnati,WEBN-HD3,102.3 The Beat,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WEBN/rss
Ohio,Cincinnati,WGRI,Inspiration 1050 & 103.1,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WGRI/rss
Ohio,Cincinnati,WDBZ,The Buzz 1230 AM,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WDBZ/rss
Ohio,Cincinnati,WCVG - 1320 The Voice - Urban Gospel/Brokered Programming,Unknown Format,No,No,
Ohio,Columbus,WZCB,106.7 The Beat,No,Yes,https://publicfiles.fcc.gov/fm-profile/WZCB/rss
Ohio,Columbus,WZCB HD-2 - Throwback 105.3 - Classic Hip Hop,Unknown Format,No,No,
Ohio,Columbus,WCKX / WHTD,Power 107.5/106.3,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WCKX/rss
Ohio,Columbus,WXMG,Magic 95.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/WXMG/rss
Ohio,Columbus,WYTS - Columbus’ BIN 1230 - Black-oriented news,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WYTS/rss
Ohio,Columbus,WJYD,Joy 107.1 - Black Gospel,No,Yes,https://publicfiles.fcc.gov/fm-profile/WJYD/rss
Ohio,Dayton,WDHT,Hot 102.9,No,Yes,https://publicfiles.fcc.gov/fm-profile/WDHT/rss
Ohio,Dayton,WROU-FM,92.1 WROU,No,Yes,https://publicfiles.fcc.gov/fm-profile/WROU-FM/rss
Ohio,Dayton,WDAO,WDAO 1210 AM,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WDAO/rss
Ohio,Dayton,WHKO-HD3,The Soul of Dayton 98.7,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WHKO/rss
Ohio,Dayton,WIZE - Dayton's BIN 1340 - Black-oriented news,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WIZE/rss
Ohio,Toledo,WJZE,Hot 97-3,No,Yes,https://publicfiles.fcc.gov/fm-profile/WJZE/rss
Ohio,Toledo,WJUC,107.3 the Juice,No,Yes,https://publicfiles.fcc.gov/fm-profile/WJUC/rss
Ohio,Toledo,WIMX,Mix 95.7,No,Yes,https://publicfiles.fcc.gov/fm-profile/WIMX/rss
Ohio,Toledo,WVKS-HD2 ,94.9 The Beat,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WVKS/rss
Ohio,Youngstown,WGFT,Star 94.7,No,Yes,https://publicfiles.fcc.gov/am-profile/WGFT/rss
Ohio,Youngstown,WLOA - Loud 102.3 - Rhythmic contemporary/Hip Hop,Unknown Format,No,No,
Ohio,Youngstown,WAKZ - Real 95.9 - Mainstream urban,Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/WAKZ/rss
Ohio,Youngstown,WKTX - 99.7 The Drum - Urban oldies/Urban contemporary gospel,Unknown Format,No,No,
Ohio,Middleport,WMPO - 94Q FM - Rhythmic Top 40,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WMPO/rss
Ohio,Englewood,WGJM-LP - 97.9 Praise FM - Urban gospel,Unknown Format,No,No,
Oklahoma,Oklahoma City,KRMP,Heart & Soul 92.1 & 1140,Yes,Yes,https://publicfiles.fcc.gov/am-profile/KRMP/rss
Oklahoma,Oklahoma City,KTLV,AM 1220,No,Yes,https://publicfiles.fcc.gov/am-profile/KTLV/rss
Oklahoma,Oklahoma City,KVSP,Power 103.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/KVSP/rss
Oklahoma,Oklahoma City,KOMA-HD3 - V103 - Rhythmic adult contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/KOMA/rss
Oklahoma,Tulsa,KGTO,Heart & Soul 99.1 & 1050,Yes,Yes,https://publicfiles.fcc.gov/am-profile/KGTO/rss
Oklahoma,Tulsa,KJMM,105.3 - 105 K-Jamz,No,Yes,https://publicfiles.fcc.gov/fm-profile/KJMM/rss
Oklahoma,Lawton,KJMZ,97.9 Jamz,No,Yes,https://publicfiles.fcc.gov/fm-profile/KJMZ/rss
Oklahoma,Lawton,KKRX,Heart & Soul 96.7 & 1380,Yes,Yes,https://publicfiles.fcc.gov/am-profile/KKRX/rss
Oklahoma,Langston,KALU,89.3,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/KALU/rss
Oregon,Portland,KBMS,Best Music Station AM 1480,No,No,https://publicfiles.fcc.gov/am-profile/KBMS/rss
Oregon,Portland,KXJM,Jam'n 107.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/KXJM/rss
Oregon,Portland,KINK HD-2/K275CH - WE 102.9 - Rhythmic Top 40/Hip Hop,Unknown Format,No,No,
Oregon,Portland,KOOR - 1010 Urbana - Spanish rhythmic,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/KOOR/rss
Oregon,Klamath Falls,KKKJ - 3KJ Jammin 105.5 - Rhythmic CHR,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/KKKJ/rss
Pennsylvania,Easton/Allentown/Bethlehem,WEST/WHOL - Loud 106.9/99.5 - Rhythmic Contemporary/Hip Hop,Unknown Format,No,No,https://publicfiles.fcc.gov/am-profile/KALI/rss
Pennsylvania,Easton/Allentown/Bethlehem,WTKZ - Mega 101.7 - Spanish CHR,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WTKZ/rss
Pennsylvania,Erie,WXKC HD-2 - 104.3 The Vibe - Classic Hip Hop,Unknown Format,No,No,
Pennsylvania,Harrisburg,WHKF - Real 99.3 - Urban Contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WHKF/rss
Pennsylvania,Harrisburg,WWKL - Hot 106.7 - Rhythmic Contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WWKL/rss
Pennsylvania,Philadelphia,WURD,AM 900,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WURD/rss
Pennsylvania,Philadelphia,WPPZ,Classix 107.9,No,No,https://publicfiles.fcc.gov/fm-profile/WPPZ-FM/rss
Pennsylvania,Philadelphia,WPPZ-HD2 - Praise 107.9 HD2 - Urban contemporary gospel,Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/WPPZ-FM/rss
Pennsylvania,Philadelphia,WDAS-FM,105.3 WDAS,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WDAS/rss
Pennsylvania,Philadelphia,WRNB,100.3 RNB,No,Yes,https://publicfiles.fcc.gov/fm-profile/WRNB/rss
Pennsylvania,Philadelphia,WRNB HD-2 - 100.3 HD2 R&B & Hip-Hop - Urban contemporary,Unknown Format,No,No,
Pennsylvania,Philadelphia,WRNB HD-3 - Philly's Favor 100.7 - Urban contemporary gospel,Unknown Format,No,No,
Pennsylvania,Philadelphia,WUSL,Power 99FM,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WUSL/rss
Pennsylvania,Philadelphia,WTEL - Philadelphia’s BIN 610 - Black-oriented news,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WTEL/rss
Pennsylvania,Philadelphia,WUMR - Rumba 106.1 - Spanish CHR,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WUMR/rss
Pennsylvania,Philadelphia,WEMG - Mega 105.7 - Spanish CHR,Unknown Format,No,No,https://publicfiles.fcc.gov/am-profile/WEMG/rss
Pennsylvania,Philadelphia,WHAT - La Kalle 99.9 - Spanish tropical,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WHAT/rss
Pennsylvania,Philadelphia,WPEN-HD3 - RITMO FM - Spanish tropical,Unknown Format,No,No,https://publicfiles.fcc.gov/am-profile/WAHT/rss
Pennsylvania,Pittsburgh,WGBN,Power 1360  98.9 FM,No,Yes,https://publicfiles.fcc.gov/am-profile/WGBN/rss
Pennsylvania,Pittsburgh,WAMO - WAMO 107.3 - Urban Contemporary/Hip Hop,Unknown Format,No,No,
Pennsylvania,Reading,WLAN - Rumba 100.5 - Spanish tropical,Unknown Format,No,No,https://publicfiles.fcc.gov/am-profile/WECR/rss
Pennsylvania,Reading,WRLD - Loud 98.5 - Rhythmic Contemporary/Hip Hop,Unknown Format,No,No,
Pennsylvania,State College,WRSC HD-3 - Loud 101.5 - Rhythmic Contemporary/Hip Hop,Unknown Format,No,No,
Pennsylvania,York,WGLD - Mega 107.1 - Spanish CHR,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WGLD/rss
Rhode Island,Providence,WWKX,Hot 106,No,Yes,https://publicfiles.fcc.gov/fm-profile/WWKX/rss
Rhode Island,Providence,WSTL - Mega 94.9 - Spanish tropical,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WSTL/rss
Rhode Island,Providence,WPMZ - Poder 102.1 & 1110 - Spanish tropical,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WPMZ/rss
South Carolina,Greenville/Spartanburg/Anderson,WJMZ-HD3 - Streetz 99.5 - Mainstream Urban,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WJMZ-FM/rss
South Carolina,Greenville/Spartanburg/Anderson,WFBC-HD2 96.3/104.5/107.7 The Block - Mainstream Urban,Unknown Format,No,No,
South Carolina,Greenville/Spartanburg/Anderson,WJMZ,107.3 Jamz,No,Yes,https://publicfiles.fcc.gov/fm-profile/WJMZ-FM/rss
South Carolina,Greenville/Spartanburg/Anderson,WHZT - Hot 98.1 - Rhythmic Top 40,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WHZT/rss
South Carolina,Greenville/Spartanburg/Anderson,"WXRU-LP - Smooth 107.9 - Rhythmic Oldies, Urban Oldies",Unknown Format,No,No,
South Carolina,Greenville/Spartanburg/Anderson,WGVL - Greenville's BIN 1440 - Black-oriented news,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WGVL/rss
South Carolina,Greenville/Spartanburg/Anderson,WASC - 1530 Solid Gold Soul - Urban Oldies,Unknown Format,No,No,https://publicfiles.fcc.gov/am-profile/KERN/rss
South Carolina,Charleston,WJNI,Gospel 106.3,No,Yes,https://publicfiles.fcc.gov/fm-profile/WJNI/rss
South Carolina,Charleston,WSPO - Heaven 100.1 - Urban Gospel,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WSPO/rss
South Carolina,Charleston,WWWZ - Z93 Jamz - Mainstream Urban,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WWWZ/rss
South Carolina,Charleston,WJNI-HD2 - Old school 92.1 - Classic Hip Hop,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WJNI/rss
South Carolina,Charleston,WMGL,Magic 107.3,No,Yes,https://publicfiles.fcc.gov/fm-profile/WMGL/rss
South Carolina,Charleston,WXST,Star 99.7,No,Yes,https://publicfiles.fcc.gov/fm-profile/WXST/rss
South Carolina,Charleston,WXST-HD2 - 99.3 The Box - Mainstream Urban,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WXST/rss
South Carolina,Charleston,WZJY - Latina 95.5 - Spanish tropical,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WZJY/rss
South Carolina,Columbia,WFMV,Gospel 620 AM 96.1/98.9/107.1,No,Yes,https://publicfiles.fcc.gov/am-profile/WFMV/rss
South Carolina,Columbia,WDEK - Praise 95.7 & 1170 - Urban Gospel,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WDEK/rss
South Carolina,Columbia,WJTB-HD2 - 105.1Worship and Word Network - Urban Gospel,Unknown Format,No,No,https://publicfiles.fcc.gov/am-profile/WJTB/rss
South Carolina,Columbia,WXBT,100.1 The Beat,No,Yes,https://publicfiles.fcc.gov/fm-profile/WXBT/rss
