State,City,Station,Format,City Match,State Match,FCC URL,HTTP Status Code
Florida,Jacksonville,WQIK-HD2 - Rumba 106.9 - Spanish tropical,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WQIK-FM/rss,200
Florida,Orlando/Daytona Beach,WOKB,WOKB 1680 AM,No,Yes,https://publicfiles.fcc.gov/am-profile/WOKB/rss,200
Florida,Orlando/Daytona Beach,WCFB,Star 94.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/WCFB/rss,200
Florida,Orlando/Daytona Beach,WTKS-HD2 ,104.5 The Beat,No,No,https://publicfiles.fcc.gov/am-profile/WTKS/rss,200
Florida,Orlando/Daytona Beach,WPOZ-HD2 -  Hot 95.9 — Christian Hip Hop,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WPOZ/rss,200
Florida,Orlando/Daytona Beach,WHOG HD-2 - Hot 94.1 - Urban Contemporary (Daytona Beach),Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/WHOG-FM/rss,200
Florida,Orlando/Daytona Beach,WFYY - Fly 103.1 - Rhythmic contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WFYY/rss,200
Florida,Orlando/Daytona Beach,"WRUM - Rumba 100.3 - Latin pop/Reggaeton/Tropical music",Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WRUM/rss,200
Florida,Orlando/Daytona Beach,WPYO - El Zol 95.3 - Spanish tropical,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WPYO/rss,200
Florida,Orlando/Daytona Beach,WOEX - Exitos 96.5 - Spanish CHR,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WOEX/rss,200
Florida,West Palm Beach,WMBX,X102.3,No,Yes,https://publicfiles.fcc.gov/fm-profile/WMBX/rss,200
Florida,West Palm Beach,WLLY HD-3 - Yo 107.1 - Classic Hip Hop,Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/WLLY-FM/rss,200
Florida,West Palm Beach,WZZR HD-2 - Jam'n 93.3 - Classic Hip Hop,Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/WZZR/rss,200
Florida,West Palm Beach,WRLX - Mia 94.3 - Spanish CHR,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WRLX/rss,200
Florida,West Palm Beach,WFLM,104.7 The Flame,No,Yes,https://publicfiles.fcc.gov/fm-profile/WFLM/rss,200
Florida,Fort Myers/Naples,WZKO - 1350/107.5 Jamz - Urban Adult Contemporary,Unknown Format,No,No,https://publicfiles.fcc.gov/am-profile/WZKO/rss,200
Florida,Fort Myers/Naples,WBTT,105.5 the Beat,No,Yes,https://publicfiles.fcc.gov/fm-profile/WBTT/rss,200
Florida,Fort Myers/Naples,WFFY - Fly 98.5 - Rhythmic Contemporary/Hip-Hop,Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/WFFY/rss,200
Florida,Fort Myers/Naples,WXKB HD-2 - 96.5 & 101.5 The Bounce - Classic Hip Hop,Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/WXKB/rss,200
Florida,Fort Myers/Naples,WHEL - 93.7 Latino - Spanish CHR,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WHEL/rss,200
Florida,Fort Myers/Naples,WWCN - Playa 99.3 - Spanish tropical,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WWCN/rss,200
Florida,Pensacola,WRNE,Choice 106.9 & AM 980,No,Yes,https://publicfiles.fcc.gov/am-profile/WRNE/rss,200
Florida,Pensacola,WNVY,1090AM the Light,No,Yes,https://publicfiles.fcc.gov/am-profile/WNVY/rss,200
Florida,Pensacola,WRRX,Magic 106.1,No,Yes,https://publicfiles.fcc.gov/fm-profile/WRRX/rss,200
Florida,Pensacola,WMEZ - Hot 94.1 - Rhythmic Contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WMEZ/rss,200
Florida,Tallahassee,WSTT,AM 730 - Urban contemporary gospel,No,No,https://publicfiles.fcc.gov/am-profile/WSTT/rss,200
Florida,Tallahassee,WHBX,96.1 Jamz,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WHBX/rss,200
Florida,Tallahassee,WWLD,Blazin' 102.3,No,No,https://publicfiles.fcc.gov/fm-profile/WWLD/rss,200
Florida,Tallahassee,WANM - The Flava Station 90.5 - Urban Contemporary/College Radio,Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/WANM/rss,200
Florida,Tallahassee,WGMY HD-2 - 105.3 The Beat - Mainstream urban,Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/WGMY/rss,200
Florida,Tallahassee,WQTL - Vibe 106.1 - Rhythmic Adult Contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WQTL/rss,200
Florida,Panama City,WEBZ,99.3 The Beat,No,Yes,https://publicfiles.fcc.gov/fm-profile/WEBZ/rss,200
Florida,Gainesville,WTMG,Magic 101.3,No,Yes,https://publicfiles.fcc.gov/fm-profile/WTMG/rss,200
Florida,Gainesville,WAJD - 98.9 Jamz - Urban contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WAJD/rss,200
Florida,Gainesville,WDVH - R&B 94.1 - Urban oldies-leaning urban adult contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WDVH/rss,200
Florida,Gainesville,WKTK/WRBD/WMOP - Power 92.1 - Urban contemporary,Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/WKTK/rss,200
Florida,Vero Beach/Fort Pierce,WQCP - Q-91.1 - Urban Adult Contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WQCP/rss,200
Florida,Cocoa Beach,WRRJ - Reggae,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WRRJ/rss,200
Florida,Lakeland/Winter Haven,WSIR - Family Radio 1490 - Urban Gospel,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WSIR/rss,200
Georgia,Atlanta,WAOK,News/Talk 1380 WAOK - Urban News/Talk,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WAOK/rss,200
Georgia,Atlanta,WPZE,Praise 102.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/WPZE/rss,200
Georgia,Atlanta,WAMJ/WUMJ,Majic 107.5/97.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/WAMJ/rss,200
Georgia,Atlanta,WALR-FM,Kiss 104.1,No,Yes,https://publicfiles.fcc.gov/fm-profile/WALR-FM/rss,200
Georgia,Atlanta,WHTA,Hot 107.9,No,Yes,https://publicfiles.fcc.gov/fm-profile/WHTA/rss,200
Georgia,Atlanta,WRDG - 96.1 The Beat - Urban contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WRDG/rss,200
Georgia,Atlanta,W233BF WIPK WFDR-FM WWSZ,Streetz 94.5,No,No,https://publicfiles.fcc.gov/fm-profile/WIPK/rss,200
Georgia,Atlanta,WVEE,V-103,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WVEE/rss,200
Georgia,Atlanta,WSTR - Star 94 - Rhythmic Adult Contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WSTR/rss,200
Georgia,Atlanta,WBIN - Atlanta's BIN 640 - Black-oriented news,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WBIN/rss,200
Georgia,Atlanta,"WYKG - 105.5 FM/AM 1430 The King - Urban Oldies, Classic Hip-Hop",Unknown Format,No,No,https://publicfiles.fcc.gov/am-profile/WYKG/rss,200
Georgia,Atlanta,WBZY - Z105.7 - Spanish CHR,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WBZY/rss,200
Georgia,Atlanta,WXJO - My City 104.5 - Urban Gospel,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WXJO/rss,200
Georgia,Atlanta,WIGO - Pacesetter 1570 AM -  Urban adult contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WIGO/rss,200
Georgia,Augusta,WEZO - 1230 The Blaze - Urban AC/Black Gospel,Unknown Format,No,No,https://publicfiles.fcc.gov/am-profile/WEZO/rss,200
Georgia,Augusta,WNRR - Gospel 1380 - Urban Gospel,Unknown Format,No,No,https://publicfiles.fcc.gov/am-profile/WNRR/rss,200
Georgia,Augusta,WTHB,Praise 1550 AM,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WTHB/rss,200
Georgia,Augusta,WKZK,The Spirit 103.7 FM & 1600 AM,No,No,https://publicfiles.fcc.gov/am-profile/WKZK/rss,200
Georgia,Augusta,WAEG,Smooth Jazz 92.3,No,Yes,https://publicfiles.fcc.gov/fm-profile/WAEG/rss,200
Georgia,Augusta,WAAW,Shout 94.7,No,No,https://publicfiles.fcc.gov/fm-profile/WAAW/rss,200
Georgia,Augusta,WKSP,96.3 Kiss FM,No,No,https://publicfiles.fcc.gov/fm-profile/WKSP/rss,200
Georgia,Augusta,WIIZ,The Wiz 97.9,No,No,https://publicfiles.fcc.gov/fm-profile/WIIZ/rss,200
Georgia,Augusta,WAKB,Magic 100.9 ,No,Yes,https://publicfiles.fcc.gov/fm-profile/WAKB/rss,200
Georgia,Augusta,WFXA,Foxie 103 Jamz,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WFXA-FM/rss,200
Georgia,Augusta,WPRW,Power 107,No,Yes,https://publicfiles.fcc.gov/fm-profile/WPRW-FM/rss,200
Georgia,Augusta,WCHZ-FM,HOT 95.5/93.1,No,Yes,https://publicfiles.fcc.gov/fm-profile/WCHZ-FM/rss,200
Georgia,Augusta,WYBO - 92.9 The Soul Mine - Rhythmic Oldies,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WYBO/rss,200
Georgia,Augusta,WYNF - Augusta's BIN 1340 - Black-oriented news,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WYNF/rss,200
Georgia,Savannah,WSOK,1230/99.7 WSOK,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WSOK/rss,200
Georgia,Savannah,WEAS-FM − E93 − Mainstream Urban,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WEAS-FM/rss,200
Georgia,Savannah,WQBT,94.1 The Beat,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WQBT/rss,200
Georgia,Savannah,WLVH,Love 101.1,No,No,https://publicfiles.fcc.gov/fm-profile/WLVH/rss,200
Georgia,Savannah,WTYB,Magic 103.9,No,No,https://publicfiles.fcc.gov/fm-profile/WTYB/rss,200
Georgia,Savannah,WXYY - G100 - Rhythmic contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WXYY/rss,200
Georgia,Columbus,WOKS,WOKS AM1340,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WOKS/rss,200
Georgia,Columbus,WAGH,Magic 101.3,No,No,https://publicfiles.fcc.gov/fm-profile/WAGH/rss,200
Georgia,Columbus,WBFA,98.3 the Beat,No,No,https://publicfiles.fcc.gov/fm-profile/WBFA/rss,200
Georgia,Columbus,WEAM-FM,Praise 100.7,No,Yes,https://publicfiles.fcc.gov/fm-profile/WEAM-FM/rss,200
Georgia,Columbus,WFXE,Foxie 105,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WFXE/rss,200
Georgia,Columbus,WKZJ,K-92.7,No,No,https://publicfiles.fcc.gov/fm-profile/WKZJ/rss,200
Georgia,Columbus,WKCN-HD2,HIP HOP 106.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/WKCN/rss,200
Georgia,Columbus,WTLM - Hallelujah 1520 AM - Urban contemporary gospel,Unknown Format,No,No,https://publicfiles.fcc.gov/am-profile/WTLM/rss,200
Georgia,Columbus,WHTY/W234BX - Columbus’ BIN 94.7/1460 - Black-oriented news,Unknown Format,No,No,https://publicfiles.fcc.gov/am-profile/WHTY/rss,200
Georgia,Columbus,WLTC-HD2 - Smooth RnB 92.1 - Urban adult contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WLTC/rss,200
Georgia,Macon,WFXM,Power 107.1,No,Yes,https://publicfiles.fcc.gov/fm-profile/WFXM/rss,200
Georgia,Macon,WIBB-FM,97.9 WIBB,No,Yes,https://publicfiles.fcc.gov/fm-profile/WIBB-FM/rss,200
Georgia,Macon,WLZN,MACON 92.3,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WLZN/rss,200
Georgia,Macon,WQMJ,Majic 100 FM,No,Yes,https://publicfiles.fcc.gov/fm-profile/WQMJ/rss,200
Georgia,Macon,WRBV,V-101.7,No,Yes,https://publicfiles.fcc.gov/fm-profile/WRBV/rss,200
Georgia,Macon,WRWR,Kiss 105.1/107.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/WRWR/rss,200
Georgia,Macon,WYPZ - Praise 99.5 - Urban gospel,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WYPZ/rss,200
Georgia,Macon,WMGE - Macon's BIN 1670 - Black-oriented news,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WMGE/rss,200
Georgia,Macon,WUXL - My City - Urban gospel,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WUXL/rss,200
Georgia,Albany,"WUTU - ""Old School Classics 88.3 Urban Oldies",Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WUTU/rss,200
Georgia,Albany,WJYZ,AM960 the Light,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WJYZ/rss,200
Georgia,Albany,WJIZ,96.3 WJIZ,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WJIZ-FM/rss,200
Georgia,Albany,WQVE,V-101.7,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WQVE/rss,200
Georgia,Albany,WMRZ,98.1 Kiss FM - Urban adult contemporary,No,Yes,https://publicfiles.fcc.gov/fm-profile/WMRZ/rss,200
Georgia,Albany,WZBN,Praise 105.5 Urban contemporary gospel,No,Yes,https://publicfiles.fcc.gov/fm-profile/WZBN/rss,200
Georgia,Albany,WMRG,"""Streetz 93.5"" - Urban contemporary",No,Yes,https://publicfiles.fcc.gov/fm-profile/WMRG/rss,200
Georgia,Albany,"WASU-LP - ""Real 92.7"" - Urban contemporary",Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/WASU-FM/rss,200
Georgia,Albany,"WTTY - ""97.7 The Beat"" - Urban Adult Contemporary",Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WTTY/rss,200
Georgia,Brunswick,WSOL-FM - V-101.5,Urban Adult Contemporary,No,No,https://publicfiles.fcc.gov/fm-profile/WSOL-FM/rss,200
Georgia,Brunswick,WBGA - Real 96.3,Urban  contemporary,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WBGA/rss,200
Georgia,Valdosta,WGUN,Magic 950,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WGUN/rss,200
Georgia,Valdosta,WHLJ-FM,Foxy 97.5,No,Yes,https://publicfiles.fcc.gov/am-profile/WHLJ/rss,200
Georgia,Valdosta,WGOV-FM,Power 96.7,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WGOV-FM/rss,200
Georgia,Valdosta,WSTI-FM,Star 105.3,No,Yes,https://publicfiles.fcc.gov/fm-profile/WSTI-FM/rss,200
Georgia,Valdosta,WWRQ-FM -  107.9 The Beat - Urban contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WWRQ-FM/rss,200
Georgia,Elberton,WVGC - Jams 1400 - Urban adult contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WVGC/rss,200
Georgia,Dublin,WDBN - 107.9 Jamz - Urban contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WDBN/rss,200
Georgia,Irwinton,WVKX - Love 103.7 - Urban contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WVKX/rss,200
Georgia,Lincolnton,WLCZ - Gospel/Inspirational,Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/WLCZ/rss,200
Hawaii,Honolulu,KUBT,93.9 The Beat,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/KUBT/rss,200
Hawaii,Honolulu,KUMU-FM,94.7 KUMU,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/KUMU-FM/rss,200
Hawaii,Honolulu,KPHW - Power 104.3 - Rhythmic Top 40,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/KPHW/rss,200
Hawaii,Honolulu,KQMQ-FM - HI93 - Contemporary Hawaiian/Reggae,Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/KQMQ-FM/rss,200
Hawaii,Honolulu,KDNN - Island 98.5 - Hawaiian contemporary hits,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/KDNN/rss,200
Hawaii,Honolulu,KCCN-FM - FM100 - Hawaiian contemporary hits,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/KCCN-FM/rss,200
Hawaii,Maui,KJMD,Da Jam 98.3,No,Yes,https://publicfiles.fcc.gov/fm-profile/KJMD/rss,200
Hawaii,Maui,KLHI-FM - HI92 - Hawaiian/Reggae,Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/KLHI-FM/rss,200
Hawaii,Kauai,KJMQ,98.1 Jamz,No,Yes,https://publicfiles.fcc.gov/fm-profile/KJMQ/rss,200
Hawaii,Kauai,KSRF - HI95  - Contemporary Hawaiian/Reggae,Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/KSRF/rss,200
Idaho,Boise,KWYD - Wild 101.1,Rhythmic contemporary,No,Yes,https://publicfiles.fcc.gov/fm-profile/KWYD/rss,200
Idaho,Boise,KFXD - Power 105.5 - Rhythmic contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/KFXD/rss,200
Idaho,Boise,KOAY - Project 88.7 - Rhythmic CHR,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/KOAY/rss,200
Idaho,Twin Falls,KXTA-HD3 - Mega 97.5 - Bilingual CHR,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/KXTA-FM/rss,200
Illinois,Chicago,WGRB,Inspiration 1390,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WGRB/rss,200
Illinois,Chicago,WGCI-FM,107.5 WGCI,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WGCI-FM/rss,200
Illinois,Chicago,WVAZ,V103,No,Yes,https://publicfiles.fcc.gov/fm-profile/WVAZ/rss,200
Illinois,Chicago,WPWX,Power 92,No,No,https://publicfiles.fcc.gov/fm-profile/WPWX/rss,200
Illinois,Chicago,WBBM-FM - B96 - Rhythmic Top 40,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WBBM/rss,200
Illinois,Chicago,WSRB,106.3,No,Yes,https://publicfiles.fcc.gov/fm-profile/WSRB/rss,200
Illinois,Chicago,WBMX - 104.3 Jams - Classic Hip Hop,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WBMX/rss,200
Illinois,Chicago,WVON - AM 1690 WVON - Urban Talk,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WVON/rss,200
Illinois,Chicago,WYCA - Rejoice 102.3 - Urban Gospel,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WYCA/rss,200
Illinois,Chicago,WWHN - Comfortable Radio - Urban AC,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WWHN/rss,200
Illinois,Chicago,WOJO-HD2 - Streetz 95.1 & 105.1 HD2 - Urban contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WOJO/rss,200
Illinois,Chicago,WVIV-FM - Latino Mix 93.5 - Spanish rhythmic,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WVIV-FM/rss,200
Illinois,Chicago,WBEZ-HD2 - WBEW Vocalo Urban Contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WBEZ/rss,200
Illinois,Chicago,WMFN/WVAZ-HD2 - Chicago's BIN 640 - Black-oriented news,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WMFN/rss,200
Illinois,Decatur,WYDS-HD2 - Magic 95.5 - Urban Adult Contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WYDS/rss,200
Illinois,Champaign,WCZQ,Hot 105.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/WCZQ/rss,200
Illinois,Champaign,WLRW-HD2 - 97.9 The Vibe - Urban adult contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WLRW/rss,200
Illinois,Champaign,"WILL-HD2 - Illinois Soul - Smooth jazz, neo soul, R&B",Unknown Format,No,No,https://publicfiles.fcc.gov/am-profile/KDJS/rss,200
Illinois,Peoria,WAZU - Strictly Hip-Hop 90.7 FM - Urban Contemporary/Hip Hop,Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/WAZU/rss,200
Illinois,Peoria,WZPW,Z-92.3,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WZPW/rss,200
Illinois,Peoria,WKZF - KZ-102.3 - Rhythmic Adult Contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WKZF/rss,200
Illinois,Peoria,WVEL - AM 1140 - Urban gospel,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WVEL/rss,200
Illinois,Rockford,WYRB,Power 106,No,Yes,https://publicfiles.fcc.gov/fm-profile/WYRB/rss,200
Indiana,Indianapolis,WTLC,1310 the Light,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WTLC/rss,200
Indiana,Indianapolis,WHHH - Hot 100.9 - Urban contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WHHH/rss,200
Indiana,Indianapolis,WTLC-FM,WTLC 106.7,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WTLC-FM/rss,200
Indiana,Indianapolis,WZRL - Real 98.3 - Mainstream urban,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WZRL/rss,200
Indiana,Indianapolis,WSYW - Exitos 94.3 - Spanish CHR,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WSYW/rss,200
Indiana,South Bend,WSMK,Smokin' 99.1,No,No,https://publicfiles.fcc.gov/fm-profile/WSMK/rss,200
Indiana,South Bend,WUBU - The New Mix 102.3 - Urban adult contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WUBU/rss,200
Indiana,Fort Wayne,WJFX-HD2 - Loud 103.3 - Rhythmic Top 40/Hip Hop,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WJFX/rss,200
Indiana,Fort Wayne,WRNP/WBCL HD-2 - Rhythm & Praise 94.1 - Urban Gospel,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/WRNP/rss,200
Indiana,Evansville,WEOA,98.5 WEOA,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WEOA/rss,200
Iowa,Des Moines,KJMC,K-Jam 89.3,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/KJMC/rss,200
Iowa,Waterloo,KBBG,88.1,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/KBBG/rss,200
Kansas,Wichita,KDGS,Power 93.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/KDGS/rss,200
Kansas,Topeka,KQRB - 96.9 The Beat - Urban Contemporary,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/KQRB/rss,200
Kentucky,Louisville,WLLV,Gospel 101.9 FM & 1240 AM,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WLLV/rss,200
Kentucky,Louisville,WLOU/WLUE,104.7 Jamz,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WLOU/rss,200
Kentucky,Louisville,WGZB,B96.5,No,No,https://publicfiles.fcc.gov/fm-profile/WGZB-FM/rss,200
Kentucky,Louisville,WMJM,Magic 101.3,No,Yes,https://publicfiles.fcc.gov/fm-profile/WMJM/rss,200
Kentucky,Louisville,WTFX-FM,Real 93.1,No,No,https://publicfiles.fcc.gov/fm-profile/WTFX-FM/rss,200
Kentucky,Louisville,WRKA - 103.9 The Groove - Urban Adult Contemporary,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WRKA/rss,200
Kentucky,Lexington,WBTF,107.9 the Beat,No,Yes,https://publicfiles.fcc.gov/fm-profile/WBTF/rss,200
Kentucky,Lexington,WLKT HD-2,Real 103.9,No,No,https://publicfiles.fcc.gov/fm-profile/WLKT/rss,200
Kentucky,Owensboro,WXCM HD-3 - 100.5 The Vibe - Classic Hip Hop,Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/WXCM/rss,200
Kentucky,Bowling Green,WOVO-HD2/W239BT/W240CP - 95.9 The Vibe - Rhythmic Top 40,Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/WOVO/rss,200
Kentucky,"Pineville, Kentucky",WQJM - Jamz 98.1 - Rhythmic Hot AC,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WQJM/rss,200
Louisiana,New Orleans,"WBOK - WBOK 1230 AM - Urban Talk, Urban Gospel, Brokered Programming",Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WBOK/rss,200
Louisiana,New Orleans,KKNO,K-75AM & K-107.1,No,Yes,https://publicfiles.fcc.gov/am-profile/KKNO/rss,200
Louisiana,New Orleans,WYLD,Hallelujah 940,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WYLD/rss,200
Louisiana,New Orleans,WODT/K244FX - New Orleans’ BIN 1280 - Black-oriented news,Unknown Format,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WODT/rss,200
Louisiana,New Orleans,WQUE-FM,Q93.3,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WQUE-FM/rss,200
Louisiana,New Orleans,WYLD-FM, 98.5 WYLD,Yes,Yes,https://publicfiles.fcc.gov/fm-profile/WYLD-FM/rss,200
Louisiana,New Orleans,KMEZ,KMEZ 102.9,No,Yes,https://publicfiles.fcc.gov/fm-profile/KMEZ/rss,200
Louisiana,New Orleans,WRNO-HD2/K242CE - Throwback 96.3 - Classic hip hop,Unknown Format,No,No,https://publicfiles.fcc.gov/fm-profile/WRNO-FM/rss,200
Louisiana,New Orleans,KKND - Heaven 106.7 - Urban Gospel,Unknown Format,No,Yes,https://publicfiles.fcc.gov/fm-profile/KKND/rss,200
Louisiana,New Orleans,WFNO - Latino Mix 97.5 - Spanish Hot AC,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/WFNO/rss,200
Louisiana,New Orleans,KGLA - Tropical 105.7 - Spanish tropical,Unknown Format,No,Yes,https://publicfiles.fcc.gov/am-profile/KGLA/rss,200
Louisiana,Baton Rouge,WPFC,1550 WPFC - Urban Gospel,Yes,Yes,https://publicfiles.fcc.gov/am-profile/WPFC/rss,200
Louisiana,Baton Rouge,WXOK,Heaven 1460,No,Yes,https://publicfiles.fcc.gov/am-profile/WXOK/rss,200
Louisiana,Baton Rouge,KQXL-FM,Q106.5,No,Yes,https://publicfiles.fcc.gov/fm-profile/KQXL-FM/rss,200
Louisiana,Baton Rouge,KHXT,Hot 107.9,No,Yes,https://publicfiles.fcc.gov/fm-profile/KHXT/rss,200
Louisiana,Baton Rouge,WEMX,Max 94.1,No,Yes,https://publicfiles.fcc.gov/fm-profile/WEMX/rss,200
